generation,leftchild,rightchild,abstime,betainit,betashift
8000,Physcomitrium_patens,NA,0.496829,1.02665,-0.0335834
8000,Physcomitrium_patens,NA,0.959242,1.05119,0.0288788
8000,Physcomitrium_patens,NA,155.569,0.587659,0.00524937
8000,Selaginella_moellendorffii,NA,175.295,1.13112,0.0472947
8000,Selaginella_moellendorffii,NA,526.772,0.68197,0.043921
8000,Musa_acuminata,NA,448.705,0.259328,-0.0118875
8000,Sorghum_bicolor,NA,520.738,0.813704,-0.0178745
8000,Carica_papaya,NA,464.845,2.53579,-0.0699566
8000,Durio_zibethinus,Citrus_sinensis,430.768,0.126857,-0.0238573
8000,Rosa_chinensis,NA,473.839,0.911322,0.0170961
8000,Momordica_charantia,Cucurbita_maxima,428.298,0.266406,-0.0129309
8000,Quercus_suber,Glycine_max,432.753,1.63889,-0.0809086
8000,Pyrus_x_bretschneideri,Prunus_persica,467.766,0.10765,0.0258386
8000,Ziziphus_jujuba,NA,467.687,0.215382,0.00689412
8000,Ziziphus_jujuba,NA,474.101,0.121766,0.0232042
8000,Hevea_brasiliensis,Manihot_esculenta,491.124,2.07674,0.0283323
8000,Hevea_brasiliensis,Manihot_esculenta,510.102,0.693485,0.00573689
8000,Beta_vulgaris,Chenopodium_quinoa,465.038,0.0333807,-0.0547529
8000,Lactuca_sativa,Helianthus_annuus,464.631,0.241839,-0.0334961
8000,Beta_vulgaris,Lactuca_sativa,418.635,0.0868286,0.045746
8000,Amborella_trichopoda,NA,420.313,1.10729,0.0832401
9000,Physcomitrium_patens,Selaginella_moellendorffii,0,10.8699,0.200995
9000,Physcomitrium_patens,NA,24.1346,1.02665,0.0434928
9000,Physcomitrium_patens,NA,139.905,0.0655736,0.0159932
9000,Physcomitrium_patens,NA,170.754,0.505285,-0.0358044
9000,Sorghum_bicolor,Zea_mays,517.574,1.28682,-0.0178745
9000,Gossypium_arboreum,NA,477.95,1.11837,0.0163317
9000,Camelina_sativa,Brassica_rapa,491.353,0.16028,-0.074109
9000,Camelina_sativa,Brassica_rapa,495.029,0.159698,0.0485084
9000,Carica_papaya,NA,517.925,1.71756,0.0662159
9000,Momordica_charantia,Cucurbita_maxima,456.615,0.142121,-0.00505567
9000,Quercus_suber,Glycine_max,428.508,0.681334,-0.0809086
9000,Pyrus_x_bretschneideri,Prunus_persica,473.887,0.24586,0.0258386
9000,Helianthus_annuus,NA,496.799,1.44772,0.049692
9000,Sesamum_indicum,Ipomoea_nil,438.698,0.204033,0.0265297
9000,Beta_vulgaris,Lactuca_sativa,419.183,0.0208186,-0.0886357
10000,Physcomitrium_patens,Selaginella_moellendorffii,0,8.10245,0.200995
10000,Physcomitrium_patens,NA,135.577,0.0892269,0.0159932
10000,Oryza_sativa,NA,500.712,0.412552,0.076534
10000,Sorghum_bicolor,Zea_mays,502.047,1.29367,-0.0178745
10000,Nelumbo_nucifera,NA,417.582,1.40483,-0.0319911
10000,Nelumbo_nucifera,NA,482.483,0.361314,-0.0763968
10000,Nelumbo_nucifera,NA,497.892,1.80596,0.10328
10000,Nelumbo_nucifera,NA,503.467,1.39589,0.0851693
10000,Theobroma_cacao,NA,504.783,1.19592,-0.0635595
10000,Camelina_sativa,Brassica_rapa,494.705,0.183941,0.0485084
10000,Momordica_charantia,Cucurbita_maxima,468.492,0.117026,-0.00505567
10000,Quercus_suber,Glycine_max,426.615,0.81324,-0.0809086
10000,Durio_zibethinus,Citrus_sinensis,428.913,0.24586,0.0258386
10000,Helianthus_annuus,NA,505.486,0.788315,0.049692
10000,Sesamum_indicum,Ipomoea_nil,429.978,0.0852388,0.0265297
10000,Beta_vulgaris,Lactuca_sativa,419.183,0.0208186,-0.0886357
11000,Physcomitrium_patens,Selaginella_moellendorffii,0,32.5482,0.0405004
11000,Physcomitrium_patens,NA,107.954,0.932586,0.0138667
11000,Selaginella_moellendorffii,NA,504.841,1.40414,-0.0833541
11000,Theobroma_cacao,NA,529.969,1.73753,-0.0335834
11000,Selaginella_moellendorffii,NA,267.266,0.440392,0.114666
11000,Oryza_sativa,NA,484.244,1.21806,0.076534
11000,Sorghum_bicolor,Zea_mays,502.581,0.240595,0.0189198
11000,Sorghum_bicolor,Zea_mays,518.257,0.314404,-0.0178745
11000,Nelumbo_nucifera,NA,480.624,0.4108,-0.0763968
11000,Nelumbo_nucifera,NA,524.106,1.80966,-0.112924
11000,Hevea_brasiliensis,Manihot_esculenta,453.462,0.202397,-0.0168154
11000,Durio_zibethinus,Citrus_sinensis,429.085,0.0969875,-0.0238573
11000,Cucumis_melo,NA,524.686,1.35372,0.0139289
11000,Momordica_charantia,Cucurbita_maxima,439.209,0.202729,-0.0129309
11000,Quercus_suber,Glycine_max,431.865,0.909189,-0.0809086
11000,Pyrus_x_bretschneideri,Prunus_persica,444.751,0.313759,0.0258386
11000,Rosa_chinensis,NA,479.384,1.79864,0.042799
11000,Ziziphus_jujuba,NA,459.33,0.0544224,-0.0302443
11000,Hevea_brasiliensis,Manihot_esculenta,469.687,0.659333,0.087284
11000,Beta_vulgaris,Lactuca_sativa,418.635,0.0620146,-0.0283997
11000,Amborella_trichopoda,NA,379.47,0.0984463,0.00862734
12000,Physcomitrium_patens,Selaginella_moellendorffii,0,8.26293,0.200995
12000,Selaginella_moellendorffii,NA,140.204,0.747248,-0.0791741
12000,Musa_acuminata,NA,513.478,0.171094,0.062714
12000,Sorghum_bicolor,Zea_mays,487.307,2.02711,-0.0178745
12000,Sorghum_bicolor,NA,528.403,1.24427,0.10328
12000,Eucalyptus_grandis,NA,467.562,0.267408,-0.0168154
12000,Durio_zibethinus,Citrus_sinensis,433.442,0.599701,-0.0303876
12000,Momordica_charantia,Cucurbita_maxima,457.642,0.165896,-0.00505567
12000,Quercus_suber,Glycine_max,426.615,0.886251,-0.0809086
12000,Hevea_brasiliensis,Manihot_esculenta,495.101,1.89287,-0.0375277
12000,Helianthus_annuus,NA,505.486,0.712432,0.049692
12000,Sesamum_indicum,NA,512.04,0.468052,-0.0695361
12000,Sesamum_indicum,Ipomoea_nil,429.978,0.130821,0.0265297
12000,Beta_vulgaris,Lactuca_sativa,419.183,0.0296949,-0.0886357
12000,Amborella_trichopoda,NA,372.631,0.165051,-0.00513746
13000,Physcomitrium_patens,Selaginella_moellendorffii,0,11.4868,0.200995
13000,Physcomitrium_patens,NA,276.885,0.586144,0.0109757
13000,Selaginella_moellendorffii,NA,152.32,2.33878,0.00555875
13000,Selaginella_moellendorffii,NA,149.938,0.670715,-0.0791741
13000,Selaginella_moellendorffii,NA,302.756,0.341785,-0.0323849
13000,Sorghum_bicolor,NA,528.403,1.12948,-0.0496871
13000,Sorghum_bicolor,Zea_mays,492.581,1.0257,-0.0178745
13000,Theobroma_cacao,NA,523.992,0.577677,0.0255023
13000,Durio_zibethinus,Citrus_sinensis,433.442,0.599701,-0.0303876
13000,Momordica_charantia,Cucurbita_maxima,457.642,0.149678,-0.00505567
13000,Quercus_suber,Glycine_max,428.518,1.21771,-0.0809086
13000,Pyrus_x_bretschneideri,Prunus_persica,458.392,0.0708003,0.0223678
13000,Pyrus_x_bretschneideri,Prunus_persica,473.094,0.171094,0.0664276
