generation,leftchild,rightchild,abstime,betainit,betashift
23000,Physcomitrium_patens,NA,275.493,4.47462,-0.00877329
23000,Oryza_sativa,Sorghum_bicolor,470.416,0.872696,-0.0988022
23000,Musa_acuminata,Oryza_sativa,377.357,0.0382711,-0.0173227
23000,Ziziphus_jujuba,NA,428.101,1.94478,0.017649
23000,Nelumbo_nucifera,NA,412.281,1.42116,0.0361939
23000,Nelumbo_nucifera,NA,423.963,0.731692,0.0364663
23000,Vitis_vinifera,NA,432.775,0.0384775,-0.0153088
23000,Vitis_vinifera,NA,525.029,0.256461,-0.0119655
23000,Eucalyptus_grandis,Durio_zibethinus,426.619,0.00361624,0.0241613
23000,Momordica_charantia,Cucurbita_maxima,427.357,0.124708,-0.0924404
23000,Quercus_suber,Glycine_max,426.523,0.746706,0.080266
23000,Quercus_suber,Glycine_max,431.774,0.00575942,0.00626415
23000,Pyrus_x_bretschneideri,Malus_domestica,488.07,0.282422,0.0640188
23000,Pyrus_x_bretschneideri,Rosa_chinensis,429.616,0.337317,-0.0250142
23000,Hevea_brasiliensis,Manihot_esculenta,455.25,0.0246918,0.0564661
23000,Beta_vulgaris,Lactuca_sativa,417.618,0.0283454,-0.0370808
23000,Amborella_trichopoda,NA,420.126,0.00118426,-0.00144906
24000,Physcomitrium_patens,Selaginella_moellendorffii,0,10.0071,0.0318244
24000,Physcomitrium_patens,NA,299.55,0.588952,-0.0427694
24000,Selaginella_moellendorffii,NA,131.503,0.601108,0.0180424
24000,Oryza_sativa,Sorghum_bicolor,481.707,1.18432,-0.0988022
24000,Musa_acuminata,Oryza_sativa,390.148,0.758093,-0.0814341
24000,Musa_acuminata,Oryza_sativa,393.417,0.057439,-0.0173227
24000,Ziziphus_jujuba,NA,428.101,1.67288,0.017649
24000,Vitis_vinifera,NA,434.237,0.0589944,-0.0153088
24000,Vitis_vinifera,NA,527.452,0.256461,0.0555158
24000,Eucalyptus_grandis,Durio_zibethinus,426.619,0.00228012,0.0241613
24000,Momordica_charantia,Cucurbita_maxima,428.667,0.136535,-0.0924404
24000,Quercus_suber,Glycine_max,427.767,0.901091,0.080266
24000,Quercus_suber,Glycine_max,431.774,0.0102097,0.00626415
24000,Pyrus_x_bretschneideri,Rosa_chinensis,429.616,0.312236,-0.0250142
24000,Hevea_brasiliensis,Manihot_esculenta,445.983,0.0179137,0.0564661
24000,Beta_vulgaris,Lactuca_sativa,417.618,0.022606,-0.0370808
24000,Amborella_trichopoda,NA,429.149,0.00132035,-0.00144906
24000,Amborella_trichopoda,NA,466.46,0.0733967,-0.0809236
25000,Physcomitrium_patens,Selaginella_moellendorffii,0,10.0071,0.0318244
25000,Physcomitrium_patens,NA,411.478,0.0926356,-0.0462376
25000,Selaginella_moellendorffii,NA,131.736,0.391356,0.0180424
25000,Selaginella_moellendorffii,NA,335.738,0.784038,-0.0768703
25000,Oryza_sativa,Sorghum_bicolor,481.904,1.91444,-0.0988022
25000,Musa_acuminata,Oryza_sativa,390.129,0.758093,-0.0814341
