generation,rank_1,rank_2,swapAccepted
2888000,3,4,1
2889000,1,3,1
2890000,3,4,1
2891000,2,3,1
2892000,1,3,1
2893000,2,4,1
2894000,1,4,0
2895000,1,4,1
2896000,1,4,0
2897000,1,3,0
2898000,3,4,1
2899000,1,2,1
2900000,1,3,1
2901000,3,4,1
2902000,1,3,0
2903000,1,2,1
2904000,1,3,1
2905000,2,4,1
2906000,3,4,1
2907000,2,4,1
2908000,1,3,1
2909000,1,4,0
2910000,1,3,1
2911000,1,2,1
2912000,3,4,1
2913000,2,4,1
2914000,2,4,1
2915000,2,3,1
2916000,2,3,1
2917000,2,4,1
2918000,2,3,1
2919000,3,4,0
2920000,2,4,1
2921000,3,4,0
2922000,3,4,1
2923000,1,4,1
2924000,3,4,1
2925000,1,4,1
2926000,1,2,1
2927000,1,3,1
2928000,2,4,1
2929000,2,3,1
2930000,1,3,1
2931000,3,4,1
2932000,1,4,0
2933000,3,4,1
2934000,2,4,1
2935000,1,2,1
2936000,2,3,1
2937000,1,4,1
2938000,2,3,1
2939000,1,4,1
2940000,2,4,1
2941000,1,4,1
2942000,1,2,1
2943000,1,4,1
2944000,2,3,1
2945000,2,4,1
2946000,2,4,1
2947000,1,3,1
2948000,1,3,1
2949000,2,4,1
2950000,1,4,1
2951000,2,3,1
2952000,3,4,1
2953000,1,2,1
2954000,2,3,1
2955000,3,4,1
2956000,2,3,1
2957000,1,2,0
2958000,1,2,0
2959000,3,4,1
2960000,2,3,1
2961000,3,4,1
2962000,3,4,1
2963000,1,3,1
2964000,2,3,1
2965000,2,3,1
2966000,1,3,1
2967000,1,4,1
2968000,3,4,1
2969000,3,4,0
2970000,2,3,1
2971000,3,4,1
2972000,1,4,1
2973000,2,3,1
2974000,3,4,1
2975000,1,3,1
2976000,1,2,1
2977000,1,2,1
2978000,1,3,1
2979000,1,3,1
2980000,2,4,1
2981000,3,4,1
2982000,1,4,1
2983000,2,4,0
2984000,2,4,1
2985000,2,4,1
2986000,2,4,0
2987000,1,4,1
2988000,2,3,1
2989000,2,3,1
2990000,3,4,0
2991000,1,3,1
2992000,2,4,0
2993000,2,4,1
2994000,2,4,1
2995000,2,4,1
2996000,2,4,1
2997000,1,4,0
2998000,2,3,0
2999000,2,4,1
3000000,2,3,1
3001000,1,3,1
3002000,3,4,1
3003000,1,2,1
3004000,3,4,1
3005000,1,2,1
3006000,2,4,1
3007000,2,4,1
3008000,1,2,1
3009000,2,3,1
3010000,3,4,1
3011000,3,4,1
3012000,2,4,0
3013000,1,2,1
3014000,3,4,1
3015000,2,3,1
3016000,2,4,0
3017000,1,2,1
3018000,2,3,0
3019000,3,4,1
3020000,1,3,1
3021000,2,4,1
3022000,3,4,1
3023000,1,2,0
3024000,3,4,1
3025000,3,4,1
3026000,2,3,1
3027000,3,4,1
3028000,1,3,1
3029000,3,4,1
3030000,2,3,1
3031000,3,4,1
3032000,1,2,1
3033000,2,4,1
3034000,3,4,1
3035000,1,4,1
3036000,1,3,1
3037000,2,4,1
3038000,3,4,1
3039000,2,3,1
3040000,1,2,1
3041000,3,4,1
3042000,2,3,1
3043000,1,4,1
3044000,1,3,1
3045000,2,4,1
3046000,2,3,1
3047000,2,3,1
3048000,1,3,0
3049000,2,4,1
3050000,3,4,1
3051000,1,2,1
3052000,2,3,0
3053000,1,3,1
3054000,1,4,1
3055000,2,3,1
3056000,1,3,1
3057000,3,4,1
3058000,3,4,1
3059000,2,3,1
3060000,1,3,1
3061000,1,4,1
3062000,2,4,1
3063000,2,4,1
3064000,2,4,1
3065000,3,4,1
3066000,3,4,1
3067000,1,2,1
3068000,3,4,1
3069000,1,3,1
3070000,1,4,1
3071000,1,2,1
3072000,1,4,1
3073000,3,4,1
3074000,2,3,1
3075000,1,3,1
3076000,3,4,1
3077000,2,3,1
3078000,1,4,0
3079000,1,2,1
3080000,2,4,1
3081000,1,3,1
3082000,1,4,1
3083000,3,4,1
3084000,3,4,1
3085000,1,4,1
3086000,3,4,1
3087000,1,4,1
3088000,1,4,0
3089000,2,4,1
3090000,1,3,1
3091000,1,4,1
3092000,3,4,1
3093000,1,3,1
3094000,1,4,0
3095000,1,2,1
3096000,2,3,1
3097000,2,3,1
3098000,1,2,1
3099000,2,4,1
3100000,3,4,1
3101000,1,4,0
3102000,3,4,1
3103000,2,4,1
3104000,1,2,1
3105000,1,3,1
3106000,3,4,1
3107000,2,4,0
3108000,2,3,0
3109000,2,4,1
3110000,3,4,1
3111000,3,4,1
3112000,3,4,1
3113000,1,2,1
3114000,2,4,1
3115000,2,4,1
3116000,1,4,1
3117000,1,3,1
3118000,3,4,1
3119000,2,3,1
3120000,3,4,1
3121000,2,3,1
3122000,1,2,1
3123000,2,4,1
3124000,1,2,1
3125000,1,3,1
3126000,2,4,1
3127000,2,3,0
3128000,3,4,1
3129000,2,3,0
3130000,1,3,1
3131000,2,3,1
3132000,2,3,1
3133000,2,3,1
3134000,2,4,1
3135000,2,3,1
3136000,2,4,1
3137000,1,2,1
3138000,1,4,1
3139000,2,3,1
3140000,2,4,1
3141000,1,2,1
3142000,1,4,1
3143000,1,3,1
3144000,3,4,1
3145000,2,4,1
3146000,1,2,1
3147000,1,4,1
3148000,2,4,1
3149000,2,4,1
3150000,1,2,1
3151000,1,4,1
3152000,1,3,1
3153000,2,4,1
3154000,3,4,1
3155000,3,4,1
3156000,2,3,1
3157000,2,4,1
3158000,3,4,1
3159000,2,4,1
3160000,2,3,1
3161000,1,4,1
3162000,2,4,1
3163000,1,2,1
3164000,2,4,1
3165000,1,3,0
3166000,3,4,1
3167000,3,4,1
3168000,1,3,1
3169000,2,3,1
3170000,1,3,1
3171000,1,4,1
3172000,2,4,0
3173000,1,4,0
3174000,2,4,0
3175000,2,3,1
3176000,3,4,1
3177000,3,4,1
3178000,1,2,0
3179000,3,4,1
3180000,2,4,1
3181000,1,3,1
3182000,1,4,1
3183000,1,3,1
3184000,1,3,0
3185000,2,3,1
3186000,1,2,1
3187000,1,2,1
3188000,1,3,1
3189000,1,4,1
3190000,2,4,1
3191000,1,2,1
3192000,1,3,1
3193000,2,3,1
3194000,3,4,1
3195000,1,2,0
3196000,1,3,1
3197000,1,3,1
3198000,2,4,1
3199000,1,4,1
3200000,1,4,1
3201000,3,4,1
3202000,1,4,1
3203000,3,4,1
3204000,1,2,1
3205000,1,3,1
3206000,2,4,1
3207000,2,4,0
3208000,2,4,1
3209000,2,4,1
3210000,2,3,1
3211000,1,2,1
3212000,1,2,1
3213000,1,2,1
3214000,1,3,1
3215000,2,3,1
3216000,1,2,1
3217000,1,2,1
3218000,3,4,1
3219000,2,3,1
3220000,2,3,1
3221000,3,4,1
3222000,1,3,1
3223000,1,4,0
3224000,2,4,1
3225000,2,3,1
3226000,2,4,1
3227000,2,4,1
3228000,2,3,1
3229000,3,4,1
3230000,2,3,1
3231000,1,3,1
3232000,1,4,1
3233000,3,4,1
3234000,2,3,1
3235000,1,3,1
3236000,1,4,1
3237000,2,3,1
3238000,2,3,1
3239000,3,4,1
3240000,1,4,1
3241000,1,4,1
3242000,1,2,1
3243000,3,4,1
3244000,3,4,1
3245000,1,4,1
3246000,1,2,1
3247000,1,3,1
3248000,3,4,1
3249000,1,2,1
3250000,1,3,1
3251000,1,2,1
3252000,1,2,1
3253000,2,3,1
3254000,2,3,1
3255000,3,4,1
3256000,1,3,1
3257000,1,2,1
3258000,2,4,0
3259000,3,4,1
3260000,1,4,1
3261000,1,4,0
3262000,2,4,0
3263000,1,3,1
3264000,2,3,1
3265000,1,4,1
3266000,1,2,1
3267000,2,4,1
3268000,1,2,1
3269000,2,3,1
3270000,1,4,1
3271000,3,4,1
3272000,3,4,1
3273000,2,3,1
3274000,3,4,1
3275000,1,2,1
3276000,2,3,1
3277000,1,2,1
3278000,3,4,1
3279000,1,2,1
3280000,1,2,1
3281000,1,3,1
3282000,2,3,1
3283000,1,2,0
3284000,2,4,1
3285000,1,3,1
3286000,1,3,1
3287000,2,3,1
3288000,1,2,1
3289000,2,3,1
3290000,1,2,1
3291000,1,4,1
3292000,2,3,1
3293000,1,4,1
3294000,1,4,1
3295000,1,2,1
3296000,2,3,1
3297000,1,4,1
3298000,1,4,1
3299000,1,3,1
3300000,3,4,1
3301000,3,4,1
3302000,1,3,1
3303000,3,4,1
3304000,1,4,1
3305000,1,4,0
3306000,3,4,1
3307000,2,4,1
3308000,3,4,1
3309000,1,3,1
3310000,1,4,1
3311000,1,4,1
3312000,3,4,1
3313000,1,2,1
3314000,1,2,1
3315000,1,2,1
3316000,2,3,1
3317000,2,4,1
3318000,1,4,1
3319000,2,3,1
3320000,2,3,1
3321000,2,3,1
3322000,1,2,1
3323000,1,2,1
3324000,3,4,1
3325000,3,4,1
3326000,1,4,0
3327000,2,4,0
3328000,1,2,1
3329000,1,4,0
3330000,3,4,1
3331000,1,4,1
3332000,1,3,1
3333000,1,4,1
3334000,2,3,1
3335000,1,2,1
3336000,1,3,1
3337000,3,4,1
3338000,2,4,1
3339000,2,3,1
3340000,1,2,0
3341000,1,4,1
3342000,1,4,1
3343000,1,3,1
3344000,1,4,1
3345000,2,4,1
3346000,1,3,1
3347000,1,2,1
3348000,2,4,1
3349000,1,4,0
3350000,2,3,1
3351000,1,4,1
3352000,3,4,1
3353000,2,4,1
3354000,2,3,1
3355000,1,2,0
3356000,1,3,1
3357000,3,4,1
3358000,1,4,1
3359000,1,4,0
3360000,1,2,1
3361000,1,4,1
3362000,3,4,1
3363000,3,4,1
3364000,1,3,1
3365000,2,3,1
3366000,3,4,1
3367000,1,3,1
3368000,2,4,1
3369000,1,3,1
3370000,3,4,1
3371000,1,3,1
3372000,2,4,0
3373000,2,3,0
3374000,1,2,1
3375000,1,2,1
3376000,2,4,0
3377000,1,2,1
3378000,1,4,0
3379000,1,3,1
3380000,1,2,1
3381000,2,4,1
3382000,1,2,1
3383000,1,3,0
3384000,1,3,1
3385000,3,4,0
3386000,1,2,0
3387000,3,4,1
3388000,1,2,1
3389000,1,2,1
3390000,1,4,0
3391000,1,4,1
3392000,2,4,1
3393000,1,4,1
3394000,1,2,1
3395000,1,2,1
3396000,2,3,1
3397000,1,4,1
3398000,1,3,1
3399000,1,2,1
3400000,3,4,1
3401000,1,3,1
3402000,2,4,1
3403000,1,4,1
3404000,1,3,0
3405000,2,4,1
3406000,1,4,1
3407000,1,2,1
3408000,2,4,1
3409000,3,4,1
3410000,3,4,0
3411000,1,3,1
3412000,1,4,0
3413000,1,2,1
3414000,1,3,1
3415000,1,3,1
3416000,2,3,1
3417000,2,3,1
3418000,1,2,1
3419000,3,4,1
3420000,2,4,1
3421000,1,3,0
3422000,3,4,1
3423000,3,4,1
3424000,1,4,1
3425000,1,2,1
3426000,3,4,1
3427000,1,2,1
3428000,1,2,1
3429000,3,4,0
3430000,1,4,1
3431000,1,4,1
3432000,1,3,1
3433000,1,3,1
3434000,3,4,1
3435000,1,2,1
3436000,1,2,1
3437000,2,4,0
3438000,2,4,1
3439000,1,4,1
3440000,2,3,1
3441000,1,3,1
3442000,1,3,1
3443000,2,4,1
3444000,1,3,0
3445000,1,4,1
3446000,3,4,1
3447000,1,4,1
3448000,1,3,1
3449000,2,3,1
3450000,1,3,1
3451000,2,3,1
3452000,1,4,1
3453000,2,4,1
3454000,1,3,1
3455000,1,4,1
3456000,1,2,1
3457000,1,3,1
3458000,1,2,1
3459000,1,2,1
3460000,3,4,1
3461000,2,3,1
3462000,3,4,0
3463000,1,3,1
3464000,3,4,1
3465000,2,3,1
3466000,2,3,1
3467000,3,4,1
3468000,2,4,1
3469000,1,4,0
3470000,1,4,0
3471000,1,2,1
3472000,1,2,1
3473000,1,4,1
3474000,1,4,1
3475000,2,4,1
3476000,2,4,1
3477000,2,4,1
3478000,1,3,0
3479000,1,3,1
3480000,2,4,1
3481000,2,4,1
3482000,3,4,1
3483000,1,4,1
3484000,2,4,1
3485000,1,4,1
3486000,3,4,1
3487000,3,4,1
3488000,2,4,1
3489000,3,4,1
3490000,3,4,1
3491000,1,3,1
3492000,3,4,1
3493000,1,2,1
3494000,1,2,1
3495000,2,4,1
3496000,3,4,1
3497000,3,4,1
3498000,1,4,1
3499000,3,4,1
3500000,1,2,1
3501000,1,4,1
3502000,1,3,1
3503000,2,4,1
3504000,3,4,1
3505000,1,2,1
3506000,1,4,1
3507000,1,4,1
3508000,3,4,0
3509000,1,2,1
3510000,1,4,1
3511000,2,4,0
3512000,2,3,1
3513000,2,4,1
3514000,3,4,1
3515000,1,3,1
3516000,1,4,0
3517000,2,3,1
3518000,2,3,1
3519000,2,4,1
3520000,3,4,1
3521000,1,2,1
3522000,2,3,1
3523000,1,2,1
3524000,2,3,1
3525000,1,2,1
3526000,3,4,1
3527000,2,3,1
3528000,1,2,1
3529000,1,3,1
3530000,3,4,1
3531000,2,3,1
3532000,1,3,1
3533000,3,4,1
3534000,1,4,1
3535000,1,4,1
3536000,1,3,1
3537000,2,4,1
3538000,2,3,1
3539000,1,3,1
3540000,1,3,1
3541000,1,3,1
3542000,3,4,1
3543000,2,4,1
3544000,2,4,1
3545000,1,3,1
3546000,2,3,1
3547000,2,4,1
3548000,1,4,0
3549000,3,4,0
3550000,2,3,1
3551000,2,4,1
3552000,1,3,1
3553000,3,4,1
3554000,1,4,1
3555000,3,4,1
3556000,2,3,1
3557000,1,4,1
3558000,2,4,1
3559000,1,4,0
3560000,1,2,1
3561000,2,3,0
3562000,2,3,1
3563000,1,3,1
3564000,1,3,0
3565000,1,3,1
3566000,2,3,1
3567000,2,4,0
3568000,3,4,1
3569000,1,4,1
3570000,2,3,1
3571000,1,3,1
3572000,2,3,0
3573000,1,4,1
3574000,3,4,1
3575000,1,2,1
3576000,1,2,1
3577000,1,4,0
3578000,1,3,1
3579000,2,3,1
3580000,1,2,1
3581000,1,4,1
3582000,2,3,1
3583000,3,4,0
3584000,1,4,1
3585000,1,2,1
3586000,1,4,1
3587000,2,4,1
3588000,1,2,1
3589000,1,3,1
3590000,2,3,1
3591000,1,2,1
3592000,1,4,0
3593000,1,2,1
3594000,3,4,1
3595000,2,4,1
3596000,2,4,1
3597000,1,4,0
3598000,1,2,1
3599000,1,3,1
3600000,3,4,1
3601000,1,4,1
3602000,2,3,1
3603000,2,4,1
3604000,1,2,1
3605000,1,4,0
3606000,1,2,1
3607000,2,3,1
3608000,1,3,1
3609000,2,3,1
3610000,1,2,1
3611000,2,4,1
3612000,1,3,1
3613000,1,3,1
3614000,1,4,1
3615000,2,4,1
3616000,1,2,1
3617000,3,4,1
3618000,1,3,1
3619000,1,3,1
3620000,1,3,1
3621000,2,3,0
3622000,1,2,1
3623000,1,2,1
3624000,1,4,1
3625000,1,4,0
3626000,2,3,1
3627000,3,4,1
3628000,3,4,1
3629000,2,4,1
3630000,1,3,1
3631000,3,4,1
3632000,3,4,1
3633000,2,4,1
3634000,1,3,1
3635000,1,4,1
3636000,1,2,1
3637000,1,2,1
3638000,2,3,1
3639000,1,3,1
3640000,1,4,1
3641000,1,3,1
3642000,3,4,1
3643000,3,4,1
3644000,2,4,1
3645000,1,4,1
3646000,1,3,1
3647000,1,3,1
3648000,1,3,1
3649000,3,4,1
3650000,2,3,1
3651000,2,4,1
3652000,3,4,1
3653000,1,2,1
3654000,1,4,0
3655000,2,4,0
3656000,1,3,1
3657000,1,4,1
3658000,2,4,0
3659000,1,3,1
3660000,1,4,1
3661000,1,4,1
3662000,3,4,1
3663000,3,4,1
3664000,1,3,1
3665000,2,3,1
3666000,2,3,1
3667000,3,4,1
3668000,1,2,1
3669000,2,3,1
3670000,1,3,1
3671000,1,3,1
3672000,3,4,1
3673000,1,2,1
3674000,1,2,1
3675000,1,3,1
3676000,2,3,1
3677000,2,4,1
3678000,3,4,1
3679000,2,4,1
3680000,1,2,1
3681000,2,4,1
3682000,3,4,1
3683000,1,3,1
3684000,1,3,1
3685000,1,4,1
3686000,1,2,1
3687000,2,4,1
3688000,1,3,1
3689000,1,2,1
3690000,2,3,1
3691000,1,2,1
3692000,3,4,1
3693000,2,4,0
3694000,2,3,1
3695000,1,3,1
3696000,2,3,1
3697000,2,4,1
3698000,1,4,1
3699000,1,2,1
3700000,1,2,1
3701000,2,4,1
3702000,1,4,1
3703000,3,4,1
3704000,1,3,1
3705000,3,4,1
3706000,1,2,1
3707000,1,4,1
3708000,3,4,1
3709000,1,4,1
3710000,1,3,0
3711000,2,3,1
3712000,1,4,1
3713000,1,2,1
3714000,1,3,0
3715000,1,4,1
3716000,1,4,0
3717000,1,2,1
3718000,1,2,1
3719000,2,4,1
3720000,3,4,1
3721000,1,3,1
3722000,1,3,1
3723000,1,3,1
3724000,2,4,1
3725000,1,4,1
3726000,2,3,1
3727000,2,4,1
3728000,1,3,1
3729000,2,4,1
3730000,2,4,1
3731000,1,3,1
3732000,2,3,1
3733000,3,4,1
3734000,1,3,1
3735000,3,4,1
3736000,1,3,1
3737000,1,4,1
3738000,2,4,1
3739000,1,4,1
3740000,1,2,1
3741000,1,3,1
3742000,1,3,1
3743000,2,3,1
3744000,1,3,1
3745000,3,4,1
3746000,3,4,1
3747000,2,3,1
3748000,1,3,1
3749000,3,4,1
3750000,1,3,1
3751000,1,2,1
3752000,2,4,1
3753000,2,4,1
3754000,1,2,1
3755000,2,3,1
3756000,2,4,0
3757000,2,4,1
3758000,1,4,1
3759000,1,3,1
3760000,2,3,1
3761000,3,4,1
3762000,2,3,1
3763000,2,3,1
3764000,2,4,1
3765000,1,3,0
3766000,1,4,1
3767000,2,4,1
3768000,2,4,0
3769000,3,4,1
3770000,1,2,1
3771000,1,3,1
3772000,1,3,1
3773000,1,3,1
3774000,3,4,1
3775000,3,4,1
3776000,1,4,0
3777000,1,2,1
3778000,1,4,1
3779000,3,4,1
3780000,2,4,1
3781000,3,4,1
3782000,3,4,1
3783000,2,3,1
3784000,2,3,1
3785000,1,2,1
3786000,2,3,1
3787000,2,4,1
3788000,3,4,1
3789000,2,3,1
3790000,3,4,1
3791000,2,4,0
3792000,1,4,0
3793000,1,3,1
3794000,3,4,0
3795000,3,4,1
3796000,2,4,1
3797000,2,3,0
3798000,2,4,1
3799000,1,2,1
3800000,1,4,0
3801000,1,4,1
3802000,1,2,1
3803000,2,3,1
3804000,2,4,1
3805000,1,3,0
3806000,1,4,1
3807000,2,3,1
3808000,1,4,1
3809000,1,4,1
3810000,1,2,1
3811000,3,4,1
3812000,3,4,1
3813000,1,4,0
3814000,2,3,1
3815000,1,2,1
3816000,2,3,1
3817000,3,4,1
3818000,3,4,1
3819000,1,4,0
3820000,1,4,0
3821000,2,4,1
3822000,3,4,1
3823000,3,4,1
3824000,2,4,1
3825000,1,4,1
3826000,1,2,1
3827000,1,4,1
3828000,1,3,1
3829000,1,2,1
3830000,2,4,0
3831000,1,3,1
3832000,1,3,1
3833000,3,4,1
3834000,1,4,1
3835000,2,4,1
3836000,1,3,1
3837000,1,3,1
3838000,1,4,1
3839000,2,3,1
3840000,1,3,0
3841000,1,2,1
3842000,1,4,1
3843000,1,3,1
3844000,2,3,1
3845000,1,3,1
3846000,1,3,1
3847000,2,4,1
3848000,3,4,1
3849000,2,4,1
3850000,1,3,1
3851000,2,4,1
3852000,2,4,1
3853000,1,4,0
3854000,1,4,0
3855000,1,2,1
3856000,2,3,0
3857000,1,2,1
3858000,1,3,1
3859000,2,3,1
3860000,1,2,1
3861000,2,4,1
3862000,1,2,1
3863000,1,2,1
3864000,1,2,1
3865000,2,4,1
3866000,3,4,0
3867000,2,4,1
3868000,3,4,1
3869000,3,4,1
3870000,3,4,1
3871000,3,4,1
3872000,1,4,1
3873000,2,3,1
3874000,1,4,1
3875000,1,4,1
3876000,2,4,1
3877000,2,3,1
3878000,2,3,0
3879000,2,4,0
3880000,1,3,1
3881000,1,3,1
3882000,1,4,1
3883000,1,2,1
3884000,2,3,1
3885000,2,4,0
3886000,1,4,0
3887000,2,4,1
3888000,3,4,1
3889000,1,4,1
3890000,1,3,1
3891000,1,2,1
3892000,3,4,1
3893000,1,2,0
3894000,1,4,1
3895000,2,4,1
3896000,2,4,1
3897000,1,3,1
3898000,1,4,1
3899000,1,3,1
3900000,1,2,1
3901000,1,4,1
3902000,3,4,1
3903000,3,4,1
3904000,1,4,0
3905000,2,3,1
3906000,1,4,0
3907000,1,2,1
3908000,2,3,1
3909000,2,4,1
3910000,1,4,1
3911000,2,3,1
3912000,2,4,1
3913000,1,4,1
3914000,1,2,1
3915000,1,2,1
3916000,1,2,1
3917000,3,4,1
3918000,3,4,1
3919000,2,3,1
3920000,2,4,1
3921000,2,4,1
3922000,1,2,1
3923000,2,3,1
3924000,1,2,1
3925000,1,3,1
3926000,1,3,1
3927000,3,4,1
3928000,1,3,1
3929000,1,3,1
3930000,1,2,1
3931000,2,4,1
3932000,3,4,1
3933000,1,2,1
3934000,1,3,1
3935000,1,3,0
3936000,3,4,1
3937000,1,4,0
3938000,1,4,1
3939000,3,4,1
3940000,2,3,1
3941000,3,4,1
3942000,3,4,1
3943000,2,4,0
3944000,1,4,1
3945000,3,4,1
3946000,2,4,1
3947000,1,4,1
3948000,1,4,1
3949000,1,2,1
3950000,1,2,1
3951000,1,3,0
3952000,1,3,1
3953000,1,3,1
3954000,3,4,1
3955000,2,4,1
3956000,2,3,1
3957000,1,4,1
3958000,1,3,1
3959000,1,2,1
3960000,2,3,1
3961000,1,4,1
3962000,1,4,1
3963000,1,3,1
3964000,1,4,1
3965000,1,2,1
3966000,1,4,1
3967000,1,3,1
3968000,2,4,1
3969000,1,2,1
3970000,3,4,1
3971000,2,3,1
3972000,1,4,1
3973000,3,4,1
3974000,2,3,1
3975000,1,2,1
3976000,2,3,1
3977000,1,4,1
3978000,2,4,1
3979000,1,3,1
3980000,2,3,1
3981000,1,2,1
3982000,2,3,1
3983000,2,3,1
3984000,3,4,1
3985000,2,4,1
3986000,1,2,0
3987000,1,3,1
3988000,1,4,0
3989000,1,4,1
3990000,3,4,1
3991000,1,2,1
3992000,1,3,1
3993000,3,4,1
3994000,2,4,1
3995000,1,2,1
3996000,3,4,1
3997000,1,3,1
3998000,2,3,1
3999000,3,4,1
4000000,1,4,1
4001000,1,4,0
4002000,1,3,1
4003000,1,2,1
4004000,1,4,1
4005000,1,4,0
4006000,1,4,1
4007000,3,4,1
4008000,3,4,1
4009000,1,2,1
4010000,2,4,1
4011000,1,2,1
4012000,1,2,1
4013000,1,2,1
4014000,1,2,1
4015000,1,2,1
4016000,3,4,1
4017000,1,3,1
4018000,1,2,1
4019000,1,4,1
4020000,1,2,1
4021000,2,3,1
4022000,3,4,1
4023000,1,3,1
4024000,1,2,1
4025000,2,3,1
4026000,1,3,1
4027000,2,4,1
4028000,2,3,1
4029000,1,2,1
4030000,1,3,1
4031000,1,3,1
4032000,1,2,1
4033000,2,4,1
4034000,2,4,1
4035000,1,3,1
4036000,1,3,1
4037000,1,2,1
4038000,1,4,0
4039000,2,4,0
4040000,1,4,1
4041000,1,4,1
4042000,1,4,0
4043000,2,4,1
4044000,1,3,0
4045000,2,4,1
4046000,3,4,1
4047000,1,4,1
4048000,2,3,1
4049000,1,3,1
4050000,3,4,1
4051000,1,4,1
4052000,1,2,1
4053000,1,2,1
4054000,2,3,1
4055000,2,4,1
4056000,2,3,1
4057000,2,3,1
4058000,2,4,1
4059000,2,3,1
4060000,1,3,0
4061000,1,4,1
4062000,1,3,0
4063000,2,3,1
4064000,2,4,1
4065000,1,2,1
4066000,1,2,1
4067000,1,2,1
4068000,3,4,1
4069000,1,2,1
4070000,1,4,1
4071000,1,3,1
4072000,3,4,1
4073000,1,3,1
4074000,1,3,0
4075000,1,3,1
4076000,3,4,1
4077000,1,2,1
4078000,1,2,1
4079000,1,4,1
4080000,1,2,1
4081000,2,4,1
4082000,2,4,1
4083000,3,4,0
4084000,1,2,1
4085000,3,4,1
4086000,3,4,1
4087000,1,4,1
4088000,2,3,1
4089000,3,4,1
4090000,3,4,1
4091000,1,4,1
4092000,1,4,0
4093000,1,4,1
4094000,2,4,1
4095000,1,4,1
4096000,2,4,1
4097000,1,2,1
4098000,1,3,1
4099000,1,3,1
4100000,2,4,1
4101000,1,3,1
4102000,1,4,1
4103000,1,2,1
4104000,1,4,0
4105000,3,4,1
4106000,2,3,1
4107000,1,3,1
4108000,1,3,1
4109000,1,4,1
4110000,2,4,1
4111000,3,4,1
4112000,1,2,1
4113000,1,3,1
4114000,1,3,1
4115000,2,4,1
4116000,1,3,1
4117000,2,3,1
4118000,2,3,1
4119000,3,4,1
4120000,1,2,0
4121000,1,2,1
4122000,1,3,1
4123000,2,3,1
4124000,1,4,0
4125000,1,2,1
4126000,2,4,1
4127000,3,4,1
4128000,1,2,1
4129000,1,3,1
4130000,2,4,1
4131000,2,3,1
4132000,1,3,1
4133000,1,2,1
4134000,3,4,1
4135000,1,4,1
4136000,1,2,1
4137000,1,2,0
4138000,1,3,1
4139000,3,4,1
4140000,3,4,1
4141000,3,4,1
4142000,1,3,1
4143000,2,4,1
4144000,1,4,0
4145000,2,3,1
4146000,2,3,1
4147000,1,3,1
4148000,1,3,1
4149000,3,4,1
4150000,2,4,1
4151000,3,4,1
4152000,1,2,1
4153000,1,4,1
4154000,1,4,1
4155000,1,3,1
4156000,1,4,1
4157000,1,4,1
4158000,2,4,1
4159000,1,3,0
4160000,2,4,1
4161000,3,4,1
4162000,1,2,1
4163000,3,4,1
4164000,1,2,1
4165000,1,2,1
4166000,1,3,1
4167000,2,4,1
4168000,1,2,1
4169000,2,3,1
4170000,1,3,1
4171000,1,2,1
4172000,2,3,1
4173000,2,4,1
4174000,2,3,0
4175000,1,3,1
4176000,3,4,1
4177000,1,3,1
4178000,2,3,1
4179000,1,4,1
4180000,1,2,1
4181000,1,2,1
4182000,1,4,1
4183000,2,4,1
4184000,2,3,1
4185000,1,4,0
4186000,1,2,1
4187000,1,2,0
4188000,1,2,1
4189000,2,4,1
4190000,1,3,1
4191000,1,3,1
4192000,3,4,1
4193000,1,3,1
4194000,1,4,1
4195000,1,2,1
4196000,2,3,1
4197000,3,4,1
4198000,2,3,1
4199000,1,3,1
4200000,2,4,1
4201000,1,3,1
4202000,3,4,1
4203000,1,3,1
4204000,2,3,0
4205000,1,4,1
4206000,1,3,1
4207000,1,2,1
4208000,1,4,1
4209000,3,4,1
4210000,2,4,1
4211000,2,3,1
4212000,2,4,0
4213000,1,2,1
4214000,2,4,1
4215000,2,4,1
4216000,3,4,1
4217000,2,4,0
4218000,2,4,0
4219000,3,4,1
4220000,2,4,1
4221000,2,3,1
4222000,1,3,1
4223000,3,4,1
4224000,2,3,1
4225000,1,4,1
4226000,1,2,1
4227000,2,3,1
4228000,3,4,1
4229000,2,4,1
4230000,2,3,1
4231000,1,4,1
4232000,2,3,1
4233000,3,4,1
4234000,1,3,1
4235000,2,3,0
4236000,1,2,1
4237000,3,4,0
4238000,1,2,1
4239000,2,3,1
4240000,1,2,1
4241000,2,3,1
4242000,1,3,1
4243000,3,4,0
4244000,1,4,1
4245000,3,4,1
4246000,1,2,1
4247000,3,4,1
4248000,1,3,1
4249000,1,4,1
4250000,1,3,1
4251000,3,4,1
4252000,1,2,1
4253000,1,3,1
4254000,2,3,0
4255000,1,4,1
4256000,3,4,1
4257000,3,4,1
4258000,3,4,1
4259000,2,4,0
4260000,1,4,1
4261000,3,4,1
4262000,1,2,1
4263000,1,3,1
4264000,1,4,1
4265000,2,4,1
4266000,1,2,1
4267000,1,3,1
4268000,1,3,0
4269000,1,3,1
4270000,3,4,1
4271000,1,2,1
4272000,1,3,1
4273000,1,3,1
4274000,1,4,1
4275000,1,3,1
4276000,2,3,1
4277000,1,4,1
4278000,1,2,1
4279000,3,4,1
4280000,2,3,1
4281000,1,2,1
4282000,1,3,1
4283000,2,4,1
4284000,1,2,1
4285000,2,4,1
