generation,N_shifts,logPrior,logLik,eventRate,acceptRate
1034000,0,1.74859,117.578,0.328084,0.353714
1035000,0,1.97614,111.561,0.0857664,0.3814
1036000,0,1.47239,107.311,0.589319,0.395
1037000,0,1.78977,110.646,0.272183,0.379
1038000,0,1.85608,94.4136,0.178453,0.403944
1039000,0,2.02703,119.466,0.0496387,0.3744
1040000,0,1.70492,119.337,0.371754,0.364
1041000,0,-1.4371,127.238,0.66614,0.304875
1042000,0,0.501062,97.7245,1.53097,0.40475
1043000,0,1.82572,120.216,0.250995,0.352333
1044000,0,1.7751,117.409,0.301605,0.358
1045000,0,1.71639,110.46,0.360315,0.387
1046000,0,1.83231,118.648,0.244399,0.355
1047000,0,1.90584,107.921,0.156141,0.3958
1048000,0,1.76734,110.254,0.294997,0.393
1049000,0,1.9328,111.846,0.129637,0.396
1050000,0,2.0127,118.661,0.064007,0.34075
1051000,0,1.93972,116.368,0.136986,0.324
1052000,0,1.45629,128.561,0.21669,0.316636
1053000,0,1.41081,126.278,0.262163,0.32
1054000,0,1.28124,127.864,0.391741,0.278
1055000,0,1.70982,125.712,0.200478,0.299
1056000,0,1.90205,117.784,0.174657,0.3604
1057000,0,0.468707,110.824,1.59365,0.386875
1058000,0,1.49215,116.824,0.584558,0.3535
1059000,0,1.84398,119.534,0.232734,0.335
1060000,0,1.20037,118.222,0.87634,0.351
1061000,0,1.4662,128.478,0.49818,0.3085
1062000,0,1.80544,125.633,0.15894,0.304
1063000,0,2.02672,110.565,0.0356376,0.367667
1064000,0,1.29356,121.078,0.783146,0.349
1065000,0,1.86201,100.053,0.17478,0.394739
1066000,0,1.42251,113.31,0.639948,0.381333
1067000,0,2.02539,101.008,0.0116457,0.385
1068000,0,0.412306,94.7193,1.6212,0.402
1069000,0,1.62649,98.6932,0.409666,0.408
1070000,0,1.94695,112.482,0.115462,0.37575
1071000,0,1.64835,99.0898,0.386457,0.3995
1072000,0,1.33053,121.403,0.746177,0.3505
1073000,0,-0.179292,119.864,2.256,0.345
1074000,0,1.20624,120.098,0.870474,0.334
1075000,0,1.98382,117.26,0.0928908,0.372
1076000,0,1.77451,119.314,0.302198,0.377
1077000,0,1.44827,119.974,0.481188,0.295667
1078000,0,1.07494,101.39,0.96374,0.389143
1079000,0,0.509677,107.764,1.55271,0.376111
1080000,0,1.74013,129.237,0.336567,0.302333
1081000,0,0.741927,129.636,1.11984,0.277
1082000,0,1.06354,125.69,0.960409,0.315
1083000,0,1.8542,130.648,0.192632,0.327
1084000,0,1.35111,126.901,0.695724,0.31
1085000,0,1.45179,127.326,0.595042,0.323
1086000,0,1.3891,98.7309,0.648715,0.402375
1087000,0,1.67926,116.209,0.39745,0.354455
1088000,0,1.31018,111.605,0.766532,0.372
1089000,0,1.24606,115.517,0.830647,0.395
1090000,0,1.94134,99.6403,0.0940019,0.3795
1091000,0,1.57561,98.7072,0.460771,0.413
1092000,0,1.92795,96.7523,0.104347,0.408
1093000,0,1.60413,93.1957,0.426226,0.409
1094000,0,1.15806,99.6869,0.878898,0.432
1095000,0,2.06573,115.486,0.0109782,0.363667
1096000,0,2.01555,119.839,0.0611619,0.396
1097000,0,1.76007,121.847,0.316638,0.369
1098000,0,1.94569,117.968,0.131024,0.357
1099000,0,1.85214,127.411,0.139843,0.310071
1100000,0,1.7802,120.768,0.296514,0.3535
1101000,0,1.76763,126.479,0.115675,0.3185
1102000,0,1.46025,123.484,0.423058,0.378
1103000,0,1.97701,128.962,0.0609333,0.339
1104000,0,-4.14696,123.712,2.32294,0.341
1105000,0,-3.01634,126.36,1.19232,0.318
1106000,1,2.24575,112.823,1.58958,0.389444
1107000,0,1.48888,126.596,0.222376,0.3175
1108000,0,0.87606,121.683,0.835196,0.291
