generation,N_shifts,logPrior,logLik,eventRate,acceptRate
5777000,1,0.67335,131.681,0.704028,0.246
5778000,0,1.47039,128.749,0.117118,0.245
5779000,0,-2.53285,127.205,0.0570473,0.33625
5780000,0,1.24659,112.355,0.821177,0.371556
5781000,0,1.60466,127.414,0.471138,0.292333
5782000,0,0.987249,110.575,1.08054,0.3855
5783000,0,1.7062,112.949,0.361605,0.376
5784000,0,1.73883,115.062,0.32899,0.372
5785000,0,1.48743,112.405,0.580332,0.388
5786000,0,-1.35613,128.909,0.491965,0.2906
5787000,0,1.49351,116.264,0.574319,0.4015
5788000,0,0.596771,117.533,0.281602,0.35878
5789000,0,0.205501,116.409,0.0332811,0.364
5790000,0,1.47121,115.911,0.239025,0.366
5791000,0,0.215061,125.06,0.182872,0.302667
5792000,0,-2.17537,107.301,0.00294907,0.386
5793000,0,-0.167437,131.257,0.943154,0.306
5794000,0,-0.0443365,130.729,0.133252,0.284
5795000,0,0.415367,128.879,1.59025,0.299
5796000,0,1.36166,130.338,0.667657,0.3
5797000,0,1.6285,115.058,0.439307,0.3844
5798000,0,0.381836,123.329,0.391542,0.306
5799000,0,1.9624,127.473,0.0521083,0.328
5800000,0,1.94447,127.969,0.121117,0.296929
5801000,0,1.45072,129.646,0.625773,0.29
5802000,0,0.773401,125.427,0.634662,0.2905
5803000,0,0.746006,117.07,0.629487,0.372182
5804000,0,0.0651901,111.503,0.514922,0.387
5805000,0,0.504354,114.594,0.431115,0.374
5806000,0,0.811331,114.842,0.124138,0.38
5807000,0,-0.214053,113.673,0.501668,0.36
5808000,0,0.844149,130.173,0.645874,0.303167
5809000,0,0.441826,113.071,1.62599,0.371333
5810000,0,0.889087,116.158,0.044192,0.368
5811000,0,1.7233,113.746,0.344531,0.3705
5812000,0,0.180286,130.954,1.20672,0.297182
5813000,0,1.92964,124.705,0.112899,0.274
5814000,0,2.03026,130.384,0.0122836,0.349
5815000,0,0.857586,125.765,0.0422685,0.265
5816000,0,-0.315006,122.86,1.21486,0.301
